subj,cond,block,trial,key1,key2,sim,mystery
EDp,C,0,0,s_f105_pi,s_f105_ki,0.700,4.054
EDp,C,0,1,s_m102_ru,s_m102_yu,0.576,2.611
EDp,C,0,2,s_m107_xtxw,s_m107_pxw,0.964,2.448
EDp,C,0,3,s_m104_do,s_m104_zo,-0.372,2.493
EDp,C,0,4,s_m111_xzc,s_m111_wc,0.424,1.638
EDp,C,0,5,s_f105_dxe,s_f105_kxe,-0.344,2.373
EDp,C,0,6,s_f101_gxo,s_f101_wxo,0.000,1.644
EDp,C,0,7,s_m104_no,s_m104_zo,0.724,2.661
EDp,C,0,8,s_m112_xde,s_m112_xse,0.348,2.834
EDp,C,0,9,s_m107_xjxq,s_m107_hxq,0.904,2.350
EDp,C,0,10,s_f108_lu,s_f108_ru,0.328,3.666
EDp,C,0,11,s_m104_fa,s_m104_ya,-0.584,2.105
EDp,C,0,12,s_m104_bu,s_m104_nu,0.884,3.215
EDp,C,0,13,s_f106_vxy,s_f106_lxy,0.948,2.869
EDp,C,0,14,s_f113_fxw,s_f113_bxw,0.972,2.443
EDp,C,0,15,s_m112_gxq,s_m112_nxq,0.496,3.025
EDp,C,0,16,s_m114_kxy,s_m114_mxy,0.808,1.788
EDp,C,0,17,s_m111_zxi,s_m111_hxi,0.412,1.490
EDp,C,0,18,s_f101_kxr,s_f101_xtxr,-0.660,1.721
EDp,C,0,19,s_m114_xzxq,s_m114_zxq,-0.208,1.735
EDp,C,0,20,s_m112_se,s_m112_me,0.688,1.961
EDp,C,0,21,s_m107_ve,s_m107_pe,0.456,1.503
EDp,C,0,22,s_f103_dxi,s_f103_sxi,0.036,3.531
EDp,C,0,23,s_m114_lxw,s_m114_mxw,0.292,2.249
EDp,C,0,24,s_f103_xsxy,s_f103_vxy,0.376,2.663
EDp,C,0,25,s_m104_ho,s_m104_ko,0.272,1.818
EDp,C,0,26,s_m110_nxe,s_m110_xcxe,0.668,2.565
EDp,C,0,27,s_m104_su,s_m104_ru,-0.384,1.823
EDp,C,0,28,s_m112_xtxu,s_m112_zxu,-0.580,2.399
EDp,C,0,29,s_f105_bo,s_f105_xso,-0.276,1.783
EDp,C,0,30,s_m110_xtxo,s_m110_mxo,0.356,3.202
EDp,C,0,31,s_f105_lo,s_f105_zo,-0.152,2.519
EDp,C,0,32,s_m107_yc,s_m107_zc,-0.324,2.219
EDp,C,0,33,s_f105_pxr,s_f105_xzxr,0.000,8.449
EDp,C,0,34,s_m112_fc,s_m112_xdc,-0.540,2.935
EDp,C,0,35,s_m107_he,s_m107_ge,-0.316,2.129
EDp,C,0,36,s_f109_fa,s_f109_ta,0.000,1.935
EDp,C,0,37,s_f108_lxo,s_f108_xzxo,0.864,1.711
EDp,C,0,38,s_f101_zo,s_f101_ro,0.000,1.434
EDp,C,0,39,s_m111_ge,s_m111_fe,0.000,3.644
EDp,C,0,40,s_m102_wxr,s_m102_kxr,0.000,6.980
EDp,C,0,41,s_f105_xzxr,s_f105_gxr,-0.444,1.803
EDp,C,0,42,s_m102_gu,s_m102_lu,0.000,1.939
EDp,C,0,43,s_m102_fxe,s_m102_zxe,-0.644,2.292
EDp,C,0,44,s_f109_wa,s_f109_fa,-0.300,3.842
EDp,C,0,45,s_f108_hu,s_f108_du,0.432,2.608
EDp,C,0,46,s_f105_nxe,s_f105_lxe,-0.460,3.433
EDp,C,0,47,s_f101_ba,s_f101_da,0.412,2.065
EDp,C,0,48,s_m104_su,s_m104_bu,0.000,2.757
EDp,C,0,49,s_m107_hc,s_m107_vc,-0.472,8.238
EDp,C,0,50,s_f108_xco,s_f108_xjo,-0.704,2.190
EDp,C,0,51,s_f113_vxu,s_f113_wxu,0.412,3.179
EDp,C,0,52,s_f105_xda,s_f105_xza,0.520,5.202
EDp,C,0,53,s_f109_rxe,s_f109_bxe,-0.436,2.701
EDp,C,0,54,s_f109_xci,s_f109_xzi,0.380,2.834
EDp,C,0,55,s_m104_lxr,s_m104_xcxr,0.416,5.467
EDp,C,0,56,s_f108_wo,s_f108_xso,0.000,1.429
EDp,C,0,57,s_f103_xdc,s_f103_dc,0.484,2.587
EDp,C,0,58,s_f103_txw,s_f103_sxw,0.000,2.605
EDp,C,0,59,s_f105_do,s_f105_po,-0.364,2.811
EDp,C,0,60,s_f105_nxo,s_f105_dxo,-0.936,2.554
EDp,C,0,61,s_m107_txy,s_m107_dxy,-0.952,3.108
EDp,C,0,62,s_f105_nu,s_f105_ru,-0.540,8.021
EDp,C,0,63,s_f106_xsxy,s_f106_xtxy,0.532,1.911
EDp,C,0,64,s_f105_xji,s_f105_vi,0.508,4.443
EDp,C,0,65,s_f109_gu,s_f109_tu,0.956,3.039
EDp,C,0,66,s_f108_lxe,s_f108_bxe,0.560,2.956
EDp,C,0,67,s_f106_gxi,s_f106_bxi,-0.812,3.266
EDp,C,0,68,s_m111_sxw,s_m111_yxw,-0.216,2.289
EDp,C,0,69,s_f113_be,s_f113_we,-0.484,6.277
EDp,C,0,70,s_f113_xsxy,s_f113_yxy,-0.428,3.049
EDp,C,0,71,s_f109_vxr,s_f109_xtxr,-0.152,1.909
EDp,C,0,72,s_m112_xzc,s_m112_kc,0.976,2.788
EDp,C,0,73,s_m114_rxq,s_m114_gxq,0.448,2.093
EDp,C,0,74,s_m102_ma,s_m102_ta,-0.240,2.430
EDp,C,0,75,s_m102_xsxo,s_m102_xcxo,-0.688,2.191
EDp,C,0,76,s_f103_ve,s_f103_fe,-0.992,3.278
EDp,C,0,77,s_f101_xso,s_f101_ko,0.000,2.358
EDp,C,0,78,s_f109_zxo,s_f109_xsxo,0.224,3.345
EDp,C,0,79,s_f103_vxi,s_f103_bxi,-0.512,4.424
EDp,C,0,80,s_m114_xjc,s_m114_bc,-0.344,2.001
EDp,C,0,81,s_m104_kxr,s_m104_xjxr,-0.748,2.250
EDp,C,0,82,s_f113_he,s_f113_me,0.496,1.860
EDp,C,0,83,s_f101_vxr,s_f101_nxr,0.876,2.192
EDp,C,0,84,s_f108_si,s_f108_ni,-0.384,1.910
EDp,C,0,85,s_f113_xcc,s_f113_xdc,0.408,1.777
EDp,C,0,86,s_f109_ho,s_f109_po,0.820,3.430
EDp,C,0,87,s_f113_fxy,s_f113_xtxy,0.000,1.510
EDp,C,0,88,s_f113_txw,s_f113_nxw,0.952,2.625
EDp,C,0,89,s_m112_rxq,s_m112_kxq,-0.736,2.575
EDp,C,0,90,s_m114_yxi,s_m114_kxi,0.256,2.130
EDp,C,0,91,s_m102_wxo,s_m102_xtxo,0.468,2.494
EDp,C,0,92,s_f109_vxo,s_f109_dxo,-0.356,3.677
EDp,C,0,93,s_f103_lxq,s_f103_xtxq,-0.836,2.316
EDp,C,0,94,s_m110_di,s_m110_li,0.000,1.527
EDp,C,0,95,s_m110_xzxr,s_m110_mxr,0.416,2.249
EDp,C,0,96,s_m112_nxi,s_m112_xsxi,0.000,2.694
EDp,C,0,97,s_f108_rxo,s_f108_hxo,-0.300,2.540
EDp,C,0,98,s_m110_wu,s_m110_nu,0.568,1.841
EDp,C,0,99,s_m107_kxq,s_m107_vxq,-0.348,1.960
EDp,C,0,100,s_f101_xdxe,s_f101_nxe,0.000,2.331
EDp,C,0,101,s_m102_mi,s_m102_vi,0.000,2.795
EDp,C,0,102,s_f113_tc,s_f113_vc,0.368,7.517
EDp,C,0,103,s_m102_go,s_m102_xco,0.268,4.270
EDp,C,0,104,s_m102_do,s_m102_mo,0.736,2.945
EDp,C,0,105,s_f109_xjo,s_f109_ro,0.000,1.085
EDp,C,0,106,s_m112_sxw,s_m112_pxw,0.624,2.492
EDp,C,0,107,s_f113_ne,s_f113_ye,0.920,2.890
EDp,C,0,108,s_m111_fxq,s_m111_xzxq,0.936,2.061
EDp,C,0,109,s_m107_hxu,s_m107_xsxu,-0.236,2.508
EDp,C,0,110,s_m111_txq,s_m111_kxq,0.260,1.889
EDp,C,0,111,s_m107_xzxy,s_m107_xsxy,-0.976,2.537
EDp,C,0,112,s_m114_xte,s_m114_se,0.000,2.190
EDp,C,0,113,s_m107_rxy,s_m107_xtxy,-0.600,2.894
EDp,C,0,114,s_m111_lc,s_m111_sc,0.744,3.052
EDp,C,0,115,s_m107_xcxw,s_m107_dxw,0.812,3.088
EDp,C,0,116,s_f105_su,s_f105_hu,0.684,2.570
EDp,C,0,117,s_m110_lxo,s_m110_pxo,0.536,2.361
EDp,C,0,118,s_m110_ha,s_m110_xta,0.928,2.684
EDp,C,0,119,s_f113_bxu,s_f113_txu,0.864,2.331
EDp,C,0,120,s_m111_xdxq,s_m111_vxq,-0.988,2.299
EDp,C,0,121,s_f106_xtxq,s_f106_xzxq,-0.364,1.953
EDp,C,0,122,s_m114_mc,s_m114_xsc,0.616,2.109
EDp,C,0,123,s_f101_ta,s_f101_xda,-0.896,2.116
EDp,C,1,0,s_m112_fc,s_m112_kc,0.000,1.530
EDp,C,1,1,s_f101_ta,s_f101_wa,0.352,1.560
EDp,C,1,2,s_f108_za,s_f108_ka,0.716,1.835
EDp,C,1,3,s_m111_txu,s_m111_xtxu,0.436,2.219
EDp,C,1,4,s_f109_do,s_f109_wo,0.744,2.172
EDp,C,1,5,s_m112_wxy,s_m112_rxy,-0.516,1.829
EDp,C,1,6,s_f106_xjxy,s_f106_mxy,-0.452,2.246
EDp,C,1,7,s_m110_ku,s_m110_xdu,0.484,1.625
EDp,C,1,8,s_m102_hxr,s_m102_bxr,0.356,3.498
EDp,C,1,9,s_m114_wxu,s_m114_hxu,0.392,1.531
EDp,C,1,10,s_m110_xzo,s_m110_do,0.748,1.887
EDp,C,1,11,s_f108_xzo,s_f108_so,0.912,2.393
EDp,C,1,12,s_m111_wxy,s_m111_pxy,0.968,1.806
EDp,C,1,13,s_f106_xjxw,s_f106_gxw,0.968,2.004
EDp,C,1,14,s_f101_xcu,s_f101_hu,0.588,1.653
EDp,C,1,15,s_f113_yxi,s_f113_xdxi,0.760,1.569
EDp,C,1,16,s_m114_xdxw,s_m114_pxw,0.960,1.699
EDp,C,1,17,s_m111_bc,s_m111_yc,0.964,1.402
EDp,C,1,18,s_f101_zi,s_f101_si,0.976,2.016
EDp,C,1,19,s_m104_fi,s_m104_pi,0.988,1.682
EDp,C,1,20,s_m114_bxu,s_m114_xtxu,0.988,2.131
EDp,C,1,21,s_f106_xce,s_f106_pe,0.400,4.747
EDp,C,1,22,s_m102_pxe,s_m102_txe,0.424,2.833
EDp,C,1,23,s_m114_vxy,s_m114_xzxy,0.000,2.980
EDp,C,1,24,s_m102_zxe,s_m102_xjxe,-0.380,2.795
EDp,C,1,25,s_f109_la,s_f109_ka,-0.204,3.027
EDp,C,1,26,s_m102_wa,s_m102_xda,0.616,1.558
EDp,C,1,27,s_m111_sxy,s_m111_xsxy,-0.296,6.368
EDp,C,1,28,s_f106_xzxu,s_f106_txu,0.184,1.975
EDp,C,1,29,s_f105_xdxe,s_f105_bxe,0.568,2.051
EDp,C,1,30,s_f103_xjxi,s_f103_nxi,0.692,1.803
EDp,C,1,31,s_m112_nxi,s_m112_mxi,-0.260,2.672
EDp,C,1,32,s_m114_sxi,s_m114_vxi,0.304,1.985
EDp,C,1,33,s_m110_na,s_m110_ka,0.708,2.170
EDp,C,1,34,s_f109_gxr,s_f109_mxr,0.696,2.679
EDp,C,1,35,s_m111_pxy,s_m111_nxy,0.948,1.942
EDp,C,1,36,s_f113_txq,s_f113_yxq,0.796,2.832
EDp,C,1,37,s_m110_gxe,s_m110_dxe,0.548,1.799
EDp,C,1,38,s_m104_xsxo,s_m104_xjxo,0.776,1.900
EDp,C,1,39,s_m114_xde,s_m114_he,0.128,1.687
EDp,C,1,40,s_f101_xco,s_f101_yo,0.304,1.572
EDp,C,1,41,s_f103_txq,s_f103_hxq,0.068,1.812
EDp,C,1,42,s_f103_xdxu,s_f103_rxu,0.000,2.135
EDp,C,1,43,s_m107_hxu,s_m107_nxu,0.500,1.716
EDp,C,1,44,s_m110_xso,s_m110_po,0.780,1.669
EDp,C,1,45,s_m107_xdc,s_m107_gc,0.000,2.139
EDp,C,1,46,s_f108_yxr,s_f108_hxr,0.000,2.584
EDp,C,1,47,s_m102_ta,s_m102_la,0.000,1.968
EDp,C,1,48,s_f106_re,s_f106_xce,0.412,1.503
EDp,C,1,49,s_f101_nu,s_f101_xzu,-0.272,2.457
EDp,C,1,50,s_f108_txe,s_f108_xcxe,-0.464,2.197
EDp,C,1,51,s_m112_fxu,s_m112_dxu,-0.176,1.800
EDp,C,1,52,s_m107_gxu,s_m107_xsxu,0.088,2.133
EDp,C,1,53,s_f103_xcxu,s_f103_bxu,0.152,2.894
EDp,C,1,54,s_f108_dxr,s_f108_xtxr,-0.212,1.888
EDp,C,1,55,s_f106_me,s_f106_xce,0.000,1.308
EDp,C,1,56,s_f103_nxw,s_f103_xtxw,0.208,2.107
EDp,C,1,57,s_m114_xjxi,s_m114_pxi,0.556,1.973
EDp,C,1,58,s_f113_gxi,s_f113_sxi,0.616,1.889
EDp,C,1,59,s_m112_lxy,s_m112_wxy,0.000,1.534
EDp,C,1,60,s_f106_xcc,s_f106_vc,0.664,1.914
EDp,C,1,61,s_f109_yxe,s_f109_mxe,0.752,1.539
EDp,C,1,62,s_f106_xdc,s_f106_mc,0.352,1.931
EDp,C,1,63,s_f106_xcxw,s_f106_xtxw,0.000,1.833
EDp,C,1,64,s_m110_xdo,s_m110_xjo,0.332,2.207
EDp,C,1,65,s_m111_txi,s_m111_xsxi,-0.044,5.207
EDp,C,1,66,s_f105_xsxo,s_f105_lxo,-0.244,1.949
EDp,C,1,67,s_m111_yxw,s_m111_dxw,0.000,1.576
EDp,C,1,68,s_f106_xcxq,s_f106_wxq,0.132,2.254
EDp,C,1,69,s_m112_xzxi,s_m112_bxi,0.000,1.287
EDp,C,1,70,s_m112_pxw,s_m112_gxw,-0.212,2.814
EDp,C,1,71,s_m102_xsi,s_m102_ri,0.000,1.602
EDp,C,1,72,s_f103_pc,s_f103_zc,0.396,2.360
EDp,C,1,73,s_m107_rxw,s_m107_txw,0.276,2.598
EDp,C,1,74,s_f101_mi,s_f101_bi,-0.176,4.918
EDp,C,1,75,s_f105_xzxr,s_f105_hxr,-0.572,2.052
EDp,C,1,76,s_f106_xdxi,s_f106_lxi,0.232,1.936
EDp,C,1,77,s_m104_fxe,s_m104_mxe,0.944,1.919
EDp,C,1,78,s_f108_mi,s_f108_zi,0.548,2.447
EDp,C,1,79,s_m104_ga,s_m104_ka,-0.488,2.996
EDp,C,1,80,s_m110_li,s_m110_yi,-0.480,3.444
EDp,C,1,81,s_f105_xca,s_f105_sa,0.308,1.439
EDp,C,1,82,s_m111_xcxi,s_m111_zxi,0.520,2.288
EDp,C,1,83,s_m102_tu,s_m102_xju,-0.732,3.148
EDp,C,1,84,s_f109_xji,s_f109_yi,0.376,1.651
EDp,C,1,85,s_f113_dxq,s_f113_xjxq,0.148,4.973
EDp,C,1,86,s_f103_gc,s_f103_yc,0.644,1.733
EDp,C,1,87,s_m110_fxe,s_m110_hxe,-0.444,2.523
EDp,C,1,88,s_f108_ma,s_f108_ra,0.440,2.235
EDp,C,1,89,s_m104_fi,s_m104_si,0.000,1.304
EDp,C,1,90,s_f103_vxu,s_f103_zxu,0.208,2.054
EDp,C,1,91,s_m104_pi,s_m104_bi,-0.420,4.492
EDp,C,1,92,s_f106_sxq,s_f106_xjxq,0.140,2.007
EDp,C,1,93,s_f109_fxo,s_f109_nxo,0.952,2.709
EDp,C,1,94,s_m104_pxo,s_m104_yxo,-0.360,2.188
EDp,C,1,95,s_m114_xjxy,s_m114_xzxy,0.728,4.273
EDp,C,1,96,s_f106_fxi,s_f106_xsxi,-0.696,2.380
EDp,C,1,97,s_f113_fc,s_f113_xcc,0.468,1.470
EDp,C,1,98,s_m114_mxw,s_m114_pxw,-0.128,2.990
EDp,C,1,99,s_f105_lu,s_f105_hu,-0.504,2.307
EDp,C,1,100,s_m114_se,s_m114_we,0.392,1.686
EDp,C,1,101,s_f109_zi,s_f109_wi,0.332,1.981
EDp,C,1,102,s_f101_xdxo,s_f101_sxo,-0.328,3.081
EDp,C,1,103,s_f113_xdxq,s_f113_xtxq,-0.920,2.576
EDp,C,1,104,s_f105_gxo,s_f105_vxo,0.424,4.051
EDp,C,1,105,s_m112_rxq,s_m112_xzxq,-0.488,2.639
EDp,C,1,106,s_m102_yxr,s_m102_wxr,0.988,2.007
EDp,C,1,107,s_m110_ya,s_m110_xza,-0.236,7.318
EDp,C,1,108,s_f101_xjxe,s_f101_lxe,0.152,2.643
EDp,C,1,109,s_m104_kxr,s_m104_bxr,-0.196,1.605
EDp,C,1,110,s_f109_zu,s_f109_bu,0.136,2.642
EDp,C,1,111,s_f103_rxy,s_f103_vxy,0.436,1.832
EDp,C,1,112,s_f101_xcxe,s_f101_kxe,-0.380,5.736
EDp,C,1,113,s_f109_kxe,s_f109_sxe,-0.468,2.259
EDp,C,1,114,s_m104_fxe,s_m104_xjxe,0.000,1.717
EDp,C,1,115,s_f103_xsxw,s_f103_dxw,0.296,2.171
EDp,C,1,116,s_f108_xtu,s_f108_yu,0.580,1.983
EDp,C,1,117,s_f113_dxy,s_f113_rxy,0.732,2.088
EDp,C,1,118,s_m110_yi,s_m110_vi,0.964,4.029
EDp,C,1,119,s_m111_xjxw,s_m111_wxw,0.948,1.677
EDp,C,1,120,s_m102_lxo,s_m102_fxo,0.940,2.023
EDp,C,1,121,s_m111_xte,s_m111_xje,0.580,3.010
EDp,C,1,122,s_m114_zxu,s_m114_gxu,0.000,1.739
EDp,C,1,123,s_m107_txq,s_m107_zxq,0.112,1.590
EDp,C,2,0,s_m107_nxu,s_m107_hxu,0.640,2.325
EDp,C,2,1,s_f106_xjxq,s_f106_sxq,0.352,2.084
EDp,C,2,2,s_m110_yi,s_m110_li,-0.124,2.123
EDp,C,2,3,s_f113_bxw,s_f113_fxw,0.516,1.883
EDp,C,2,4,s_m112_nxq,s_m112_gxq,-0.128,4.351
EDp,C,2,5,s_m112_kc,s_m112_xzc,0.320,2.144
EDp,C,2,6,s_m110_hxe,s_m110_fxe,0.132,1.902
EDp,C,2,7,s_m104_yxo,s_m104_pxo,0.632,1.974
EDp,C,2,8,s_m114_bc,s_m114_xjc,-0.112,1.845
EDp,C,2,9,s_f101_sxo,s_f101_xdxo,-0.516,2.540
EDp,C,2,10,s_m104_ko,s_m104_ho,-0.768,2.408
EDp,C,2,11,s_m102_xjxe,s_m102_zxe,-0.224,3.547
EDp,C,2,12,s_f113_xjxq,s_f113_dxq,-0.376,2.418
EDp,C,2,13,s_m111_xsxi,s_m111_txi,-0.240,1.997
EDp,C,2,14,s_f109_ro,s_f109_xjo,0.100,1.747
EDp,C,2,15,s_f105_ki,s_f105_pi,0.568,2.339
EDp,C,2,16,s_f113_rxy,s_f113_dxy,0.992,2.268
EDp,C,2,17,s_m102_xda,s_m102_wa,0.472,2.127
EDp,C,2,18,s_f103_nxi,s_f103_xjxi,0.496,2.537
EDp,C,2,19,s_m111_fe,s_m111_ge,0.580,1.868
EDp,C,2,20,s_f101_bi,s_f101_mi,0.768,2.075
EDp,C,2,21,s_f105_bxe,s_f105_xdxe,0.832,2.039
EDp,C,2,22,s_m110_ka,s_m110_na,0.996,1.759
EDp,C,2,23,s_m111_nxy,s_m111_pxy,0.956,3.281
EDp,C,2,24,s_f103_xtxq,s_f103_lxq,0.520,3.105
EDp,C,2,25,s_m102_txe,s_m102_pxe,0.796,2.277
EDp,C,2,26,s_f109_fa,s_f109_wa,0.816,2.256
EDp,C,2,27,s_f113_xcc,s_f113_fc,0.880,1.925
EDp,C,2,28,s_f113_yxq,s_f113_txq,0.868,2.372
EDp,C,2,29,s_m104_bxr,s_m104_kxr,0.328,2.197
EDp,C,2,30,s_f103_zc,s_f103_pc,0.700,1.468
EDp,C,2,31,s_m110_vi,s_m110_yi,0.764,2.336
EDp,C,2,32,s_m102_mo,s_m102_do,0.336,1.529
EDp,C,2,33,s_m104_zo,s_m104_no,0.568,1.858
EDp,C,2,34,s_f101_hu,s_f101_xcu,0.628,1.942
EDp,C,2,35,s_m110_do,s_m110_xzo,0.900,1.904
EDp,C,2,36,s_m111_xzxq,s_m111_fxq,0.676,1.637
EDp,C,2,37,s_m112_rxy,s_m112_wxy,0.268,3.330
EDp,C,2,38,s_m110_xcxe,s_m110_nxe,0.700,3.004
EDp,C,2,39,s_f109_wo,s_f109_do,0.952,1.806
EDp,C,2,40,s_f103_vxy,s_f103_rxy,0.592,1.915
EDp,C,2,41,s_m107_zc,s_m107_yc,0.788,2.341
EDp,C,2,42,s_m114_zxq,s_m114_xzxq,-0.320,2.244
EDp,C,2,43,s_m104_ka,s_m104_ga,-0.192,2.167
EDp,C,2,44,s_f106_gxw,s_f106_xjxw,-0.068,1.835
EDp,C,2,45,s_m112_me,s_m112_se,0.000,1.997
EDp,C,2,46,s_m110_nu,s_m110_wu,0.000,1.757
EDp,C,2,47,s_m102_lu,s_m102_gu,0.000,1.249
EDp,C,2,48,s_f108_xjo,s_f108_xco,0.000,0.950
EDp,C,2,49,s_f101_yo,s_f101_xco,0.000,1.449
EDp,C,2,50,s_f108_so,s_f108_xzo,-0.164,2.149
EDp,C,2,51,s_m104_ya,s_m104_fa,0.364,1.722
EDp,C,2,52,s_f109_ka,s_f109_la,0.116,2.268
EDp,C,2,53,s_m111_xje,s_m111_xte,0.124,1.979
EDp,C,2,54,s_m112_bxi,s_m112_xzxi,0.000,2.541
EDp,C,2,55,s_f103_xtxw,s_f103_nxw,-0.228,1.966
EDp,C,2,56,s_f103_vxy,s_f103_xsxy,-0.380,2.357
EDp,C,2,57,s_f113_xtxy,s_f113_fxy,-0.564,1.995
EDp,C,2,58,s_m110_dxe,s_m110_gxe,-0.244,1.444
EDp,C,2,59,s_m114_mxy,s_m114_kxy,0.408,1.474
EDp,C,2,60,s_m107_txw,s_m107_rxw,0.256,3.466
EDp,C,2,61,s_f105_vi,s_f105_xji,-0.152,2.469
EDp,C,2,62,s_f103_bxu,s_f103_xcxu,0.000,1.629
EDp,C,2,63,s_m104_bu,s_m104_su,0.460,1.753
EDp,C,2,64,s_m114_pxi,s_m114_xjxi,0.540,2.647
EDp,C,2,65,s_f106_vc,s_f106_xcc,0.764,1.630
EDp,C,2,66,s_f103_dxw,s_f103_xsxw,0.256,1.495
EDp,C,2,67,s_m111_wc,s_m111_xzc,0.592,1.256
EDp,C,2,68,s_m102_xco,s_m102_go,0.836,2.035
EDp,C,2,69,s_f113_sxi,s_f113_gxi,0.932,1.964
EDp,C,2,70,s_f106_xce,s_f106_re,0.232,1.795
EDp,C,2,71,s_m114_hxu,s_m114_wxu,0.000,1.085
EDp,C,2,72,s_f109_xsxo,s_f109_zxo,-0.224,2.022
EDp,C,2,73,s_f108_hxo,s_f108_rxo,0.000,1.281
EDp,C,2,74,s_m107_gc,s_m107_xdc,-0.332,2.820
EDp,C,2,75,s_f109_mxr,s_f109_gxr,0.000,1.459
EDp,C,2,76,s_f108_hxr,s_f108_yxr,0.000,0.924
EDp,C,2,77,s_m102_xtxo,s_m102_wxo,-0.308,3.010
EDp,C,2,78,s_m114_xtxu,s_m114_bxu,0.940,3.953
EDp,C,2,79,s_m111_hxi,s_m111_zxi,0.292,2.899
EDp,C,2,80,s_m114_pxw,s_m114_mxw,0.480,2.302
EDp,C,2,81,s_m112_xzxq,s_m112_rxq,0.220,2.010
EDp,C,2,82,s_m114_kxi,s_m114_yxi,0.000,1.050
EDp,C,2,83,s_f108_ni,s_f108_si,0.676,1.628
EDp,C,2,84,s_m107_xsxy,s_m107_xzxy,-0.964,2.758
EDp,C,2,85,s_m110_po,s_m110_xso,0.364,2.241
EDp,C,2,86,s_m110_xjo,s_m110_xdo,0.000,2.036
EDp,C,2,87,s_f113_ye,s_f113_ne,0.400,1.639
EDp,C,2,88,s_f109_sxe,s_f109_kxe,0.592,3.040
EDp,C,2,89,s_m114_se,s_m114_xte,-0.368,3.123
EDp,C,2,90,s_f113_we,s_f113_be,-0.124,2.386
EDp,C,2,91,s_m107_xtxy,s_m107_rxy,0.000,1.669
EDp,C,2,92,s_f101_nxe,s_f101_xdxe,-0.276,2.267
EDp,C,2,93,s_m104_mxe,s_m104_fxe,-0.152,2.412
EDp,C,2,94,s_f101_xzu,s_f101_nu,0.000,1.291
EDp,C,2,95,s_m102_kxr,s_m102_wxr,0.096,1.691
EDp,C,2,96,s_f113_wxu,s_f113_vxu,-0.472,2.535
EDp,C,2,97,s_f106_lxy,s_f106_vxy,0.224,3.489
EDp,C,2,98,s_f105_hxr,s_f105_xzxr,-0.180,2.261
EDp,C,2,99,s_f106_xsxi,s_f106_fxi,-0.332,2.320
EDp,C,2,100,s_f113_xdxi,s_f113_yxi,0.204,7.964
EDp,C,2,101,s_f109_mxe,s_f109_yxe,0.000,0.982
EDp,C,2,102,s_m110_xdu,s_m110_ku,0.652,1.845
EDp,C,2,103,s_f105_hu,s_f105_lu,-0.128,1.895
EDp,C,2,104,s_f103_hxq,s_f103_txq,0.000,1.008
EDp,C,2,105,s_m112_xse,s_m112_xde,-0.516,1.926
EDp,C,2,106,s_m114_xsc,s_m114_mc,0.524,2.349
EDp,C,2,107,s_f105_kxe,s_f105_dxe,0.400,1.960
EDp,C,2,108,s_f103_rxu,s_f103_xdxu,0.000,3.634
EDp,C,2,109,s_f105_vxo,s_f105_gxo,0.000,1.879
EDp,C,2,110,s_m104_ru,s_m104_su,0.604,1.906
EDp,C,2,111,s_f109_tu,s_f109_gu,0.376,1.938
EDp,C,2,112,s_m110_li,s_m110_di,0.836,2.112
EDp,C,2,113,s_f103_sxw,s_f103_txw,0.524,2.636
EDp,C,2,114,s_f103_fe,s_f103_ve,0.116,2.815
EDp,C,2,115,s_f106_xtxy,s_f106_xsxy,-0.312,5.873
EDp,C,2,116,s_f108_zi,s_f108_mi,0.528,2.088
EDp,C,2,117,s_m102_fxo,s_m102_lxo,0.896,1.911
EDp,C,2,118,s_m102_xju,s_m102_tu,0.000,1.362
EDp,C,2,119,s_m104_si,s_m104_fi,0.192,1.871
EDp,C,2,120,s_f109_xtxr,s_f109_vxr,0.228,1.792
EDp,C,2,121,s_m107_dxw,s_m107_xcxw,0.300,1.377
EDp,C,2,122,s_f105_hu,s_f105_su,0.172,1.853
EDp,C,2,123,s_m107_dxy,s_m107_txy,-0.248,2.040
EDp,C,3,0,s_f113_xtxq,s_f113_xdxq,-0.500,1.859
EDp,C,3,1,s_f105_lxo,s_f105_xsxo,-0.244,1.870
EDp,C,3,2,s_m107_pxw,s_m107_xtxw,0.212,2.327
EDp,C,3,3,s_f106_xtxw,s_f106_xcxw,0.000,2.659
EDp,C,3,4,s_m111_yc,s_m111_bc,-0.760,2.433
EDp,C,3,5,s_m111_zxi,s_m111_xcxi,-0.336,2.416
EDp,C,3,6,s_f101_ro,s_f101_zo,0.000,1.823
EDp,C,3,7,s_m114_vxi,s_m114_sxi,0.000,1.677
EDp,C,3,8,s_m104_xjxr,s_m104_kxr,-0.484,1.743
EDp,C,3,9,s_m104_xjxo,s_m104_xsxo,-0.820,2.148
EDp,C,3,10,s_m102_wxr,s_m102_yxr,0.000,6.686
EDp,C,3,11,s_f109_ta,s_f109_fa,0.504,1.937
EDp,C,3,12,s_f108_ru,s_f108_lu,0.412,3.133
EDp,C,3,13,s_f103_zxu,s_f103_vxu,0.904,4.053
EDp,C,3,14,s_m114_xzxy,s_m114_xjxy,0.964,2.333
EDp,C,3,15,s_f108_xzxo,s_f108_lxo,-0.444,3.114
EDp,C,3,16,s_m104_xjxe,s_m104_fxe,0.124,1.415
EDp,C,3,17,s_m111_sc,s_m111_lc,0.376,1.511
EDp,C,3,18,s_f105_xzxr,s_f105_pxr,0.520,2.490
EDp,C,3,19,s_f103_sxi,s_f103_dxi,0.600,1.823
