subj,cond,block,trial,key1,key2,sim,mystery
MD,C,2,13,s_m111_xsxi,s_m111_txi,0.364,2.125
MD,C,2,14,s_f109_ro,s_f109_xjo,0.676,2.019
MD,C,2,15,s_f105_ki,s_f105_pi,0.280,2.042
MD,C,2,16,s_f113_rxy,s_f113_dxy,-0.208,1.688
MD,C,2,17,s_m102_xda,s_m102_wa,-0.476,2.059
MD,C,2,18,s_f103_nxi,s_f103_xjxi,0.176,4.749
MD,C,2,19,s_m111_fe,s_m111_ge,0.476,4.217
MD,C,2,20,s_f101_bi,s_f101_mi,0.268,1.534
MD,C,2,21,s_f105_bxe,s_f105_xdxe,-0.164,1.136
MD,C,2,22,s_m110_ka,s_m110_na,0.556,2.207
MD,C,2,23,s_m111_nxy,s_m111_pxy,0.700,1.999
MD,C,2,24,s_f103_xtxq,s_f103_lxq,0.100,2.112
MD,C,2,25,s_m102_txe,s_m102_pxe,-0.128,2.925
MD,C,2,26,s_f109_fa,s_f109_wa,0.140,1.740
MD,C,2,27,s_f113_xcc,s_f113_fc,0.256,1.299
MD,C,2,28,s_f113_yxq,s_f113_txq,-0.060,2.610
MD,C,2,29,s_m104_bxr,s_m104_kxr,-0.284,1.175
MD,C,2,30,s_f103_zc,s_f103_pc,0.752,2.402
MD,C,2,31,s_m110_vi,s_m110_yi,-0.092,2.023
MD,C,2,32,s_m102_mo,s_m102_do,-0.212,1.950
MD,C,2,33,s_m104_zo,s_m104_no,0.448,2.241
MD,C,2,34,s_f101_hu,s_f101_xcu,0.812,2.461
MD,C,2,35,s_m110_do,s_m110_xzo,0.108,4.915
MD,C,2,36,s_m111_xzxq,s_m111_fxq,0.872,2.361
MD,C,2,37,s_m112_rxy,s_m112_wxy,-0.152,2.321
MD,C,2,38,s_m110_xcxe,s_m110_nxe,0.804,2.562
MD,C,2,39,s_f109_wo,s_f109_do,0.340,2.723
MD,C,2,40,s_f103_vxy,s_f103_rxy,0.620,2.637
MD,C,2,41,s_m107_zc,s_m107_yc,0.804,2.494
MD,C,2,42,s_m114_zxq,s_m114_xzxq,0.584,6.987
MD,C,2,43,s_m104_ka,s_m104_ga,-0.296,1.869
MD,C,2,44,s_f106_gxw,s_f106_xjxw,0.748,4.391
MD,C,2,45,s_m112_me,s_m112_se,0.536,2.124
MD,C,2,46,s_m110_nu,s_m110_wu,-0.248,1.840
MD,C,2,47,s_m102_lu,s_m102_gu,0.536,1.971
MD,C,2,48,s_f108_xjo,s_f108_xco,-0.512,1.745
MD,C,2,49,s_f101_yo,s_f101_xco,0.404,2.524
MD,C,2,50,s_f108_so,s_f108_xzo,0.304,1.963
MD,C,2,51,s_m104_ya,s_m104_fa,0.852,19.580
MD,C,2,52,s_f109_ka,s_f109_la,-0.084,7.495
MD,C,2,53,s_m111_xje,s_m111_xte,0.580,106.791
MD,C,2,54,s_m112_bxi,s_m112_xzxi,-0.056,1.818
MD,C,2,55,s_f103_xtxw,s_f103_nxw,-0.176,1.436
MD,C,2,56,s_f103_vxy,s_f103_xsxy,0.208,1.578
MD,C,2,57,s_f113_xtxy,s_f113_fxy,0.096,2.186
MD,C,2,58,s_m110_dxe,s_m110_gxe,-0.088,2.083
MD,C,2,59,s_m114_mxy,s_m114_kxy,0.056,2.586
MD,C,2,60,s_m107_txw,s_m107_rxw,0.436,2.003
MD,C,2,61,s_f105_vi,s_f105_xji,-0.268,2.103
MD,C,2,62,s_f103_bxu,s_f103_xcxu,0.168,2.395
MD,C,2,63,s_m104_bu,s_m104_su,0.472,1.710
MD,C,2,64,s_m114_pxi,s_m114_xjxi,-0.108,2.186
MD,C,2,65,s_f106_vc,s_f106_xcc,0.476,1.433
MD,C,2,66,s_f103_dxw,s_f103_xsxw,0.268,1.842
MD,C,2,67,s_m111_wc,s_m111_xzc,0.232,8.544
MD,C,2,68,s_m102_xco,s_m102_go,-0.176,4.003
MD,C,2,69,s_f113_sxi,s_f113_gxi,0.412,1.926
MD,C,2,70,s_f106_xce,s_f106_re,0.588,2.113
MD,C,2,71,s_m114_hxu,s_m114_wxu,-0.504,2.990
MD,C,2,72,s_f109_xsxo,s_f109_zxo,0.288,2.269
MD,C,2,73,s_f108_hxo,s_f108_rxo,-0.084,1.610
MD,C,2,74,s_m107_gc,s_m107_xdc,0.772,2.892
MD,C,2,75,s_f109_mxr,s_f109_gxr,-0.164,1.667
MD,C,2,76,s_f108_hxr,s_f108_yxr,-0.144,3.110
MD,C,2,77,s_m102_xtxo,s_m102_wxo,0.104,2.187
MD,C,2,78,s_m114_xtxu,s_m114_bxu,0.596,1.432
MD,C,2,79,s_m111_hxi,s_m111_zxi,0.372,3.480
MD,C,2,80,s_m114_pxw,s_m114_mxw,0.200,1.608
MD,C,2,81,s_m112_xzxq,s_m112_rxq,0.548,8.909
MD,C,2,82,s_m114_kxi,s_m114_yxi,0.176,1.206
MD,C,2,83,s_f108_ni,s_f108_si,0.608,1.797
MD,C,2,84,s_m107_xsxy,s_m107_xzxy,-0.688,5.108
MD,C,2,85,s_m110_po,s_m110_xso,0.560,1.597
MD,C,2,86,s_m110_xjo,s_m110_xdo,0.716,2.094
MD,C,2,87,s_f113_ye,s_f113_ne,0.452,1.643
MD,C,2,88,s_f109_sxe,s_f109_kxe,0.916,3.282
MD,C,2,89,s_m114_se,s_m114_xte,0.620,2.979
MD,C,2,90,s_f113_we,s_f113_be,-0.116,1.973
MD,C,2,91,s_m107_xtxy,s_m107_rxy,0.328,7.053
MD,C,2,92,s_f101_nxe,s_f101_xdxe,0.568,3.944
MD,C,2,93,s_m104_mxe,s_m104_fxe,0.712,2.292
MD,C,2,94,s_f101_xzu,s_f101_nu,0.796,2.438
MD,C,2,95,s_m102_kxr,s_m102_wxr,0.436,1.918
MD,C,2,96,s_f113_wxu,s_f113_vxu,-0.200,1.595
MD,C,2,97,s_f106_lxy,s_f106_vxy,0.448,1.708
MD,C,2,98,s_f105_hxr,s_f105_xzxr,-0.284,3.061
MD,C,2,99,s_f106_xsxi,s_f106_fxi,0.564,2.481
MD,C,2,100,s_f113_xdxi,s_f113_yxi,0.776,1.812
MD,C,2,101,s_f109_mxe,s_f109_yxe,0.684,2.719
MD,C,2,102,s_m110_xdu,s_m110_ku,0.848,3.151
MD,C,2,103,s_f105_hu,s_f105_lu,0.232,2.172
MD,C,2,104,s_f103_hxq,s_f103_txq,-0.156,2.785
MD,C,2,105,s_m112_xse,s_m112_xde,0.220,1.888
MD,C,2,106,s_m114_xsc,s_m114_mc,0.632,1.897
MD,C,2,107,s_f105_kxe,s_f105_dxe,-0.188,2.655
MD,C,2,108,s_f103_rxu,s_f103_xdxu,0.164,4.117
MD,C,2,109,s_f105_vxo,s_f105_gxo,0.392,2.221
MD,C,2,110,s_m104_ru,s_m104_su,0.664,3.659
MD,C,2,111,s_f109_tu,s_f109_gu,0.260,2.908
MD,C,2,112,s_m110_li,s_m110_di,-0.076,1.616
MD,C,2,113,s_f103_sxw,s_f103_txw,0.384,2.997
MD,C,2,114,s_f103_fe,s_f103_ve,-0.148,2.113
MD,C,2,115,s_f106_xtxy,s_f106_xsxy,0.648,2.489
MD,C,2,116,s_f108_zi,s_f108_mi,0.736,2.094
MD,C,2,117,s_m102_fxo,s_m102_lxo,0.496,2.028
MD,C,2,118,s_m102_xju,s_m102_tu,-0.476,1.866
MD,C,2,119,s_m104_si,s_m104_fi,0.224,3.884
MD,C,2,120,s_f109_xtxr,s_f109_vxr,-0.320,2.508
MD,C,2,121,s_m107_dxw,s_m107_xcxw,-0.476,2.069
MD,C,2,122,s_f105_hu,s_f105_su,-0.144,1.295
MD,C,2,123,s_m107_dxy,s_m107_txy,-0.444,1.505
MD,C,3,0,s_f113_xtxq,s_f113_xdxq,-0.800,3.685
MD,C,3,1,s_f105_lxo,s_f105_xsxo,0.268,4.435
MD,C,3,2,s_m107_pxw,s_m107_xtxw,-0.328,3.089
MD,C,3,3,s_f106_xtxw,s_f106_xcxw,0.384,2.759
MD,C,3,4,s_m111_yc,s_m111_bc,-0.172,1.428
MD,C,3,5,s_m111_zxi,s_m111_xcxi,0.340,4.259
MD,C,3,6,s_f101_ro,s_f101_zo,0.756,1.661
MD,C,3,7,s_m114_vxi,s_m114_sxi,0.892,3.458
MD,C,3,8,s_m104_xjxr,s_m104_kxr,0.564,2.287
MD,C,3,9,s_m104_xjxo,s_m104_xsxo,-0.392,2.121
MD,C,3,10,s_m102_wxr,s_m102_yxr,-0.192,3.884
MD,C,3,11,s_f109_ta,s_f109_fa,0.460,3.228
MD,C,3,12,s_f108_ru,s_f108_lu,0.556,1.914
MD,C,3,13,s_f103_zxu,s_f103_vxu,0.804,2.063
MD,C,3,14,s_m114_xzxy,s_m114_xjxy,0.596,1.990
MD,C,3,15,s_f108_xzxo,s_f108_lxo,0.400,2.455
MD,C,3,16,s_m104_xjxe,s_m104_fxe,0.324,2.482
MD,C,3,17,s_m111_sc,s_m111_lc,0.000,1.351
MD,C,3,18,s_f105_xzxr,s_f105_pxr,0.564,14.354
MD,C,3,19,s_f103_sxi,s_f103_dxi,-0.196,8.234
MD,C,3,20,s_m107_pe,s_m107_ve,-0.408,2.002
MD,C,3,21,s_f113_vc,s_f113_tc,0.148,2.739
MD,C,3,22,s_m110_mxr,s_m110_xzxr,-0.228,1.706
MD,C,3,23,s_f106_txu,s_f106_xzxu,-0.276,3.670
MD,C,3,24,s_m112_xsxi,s_m112_nxi,0.556,1.955
MD,C,3,25,s_f109_nxo,s_f109_fxo,0.688,2.368
MD,C,3,26,s_m102_ta,s_m102_ma,-0.144,2.593
MD,C,3,27,s_m111_xsxy,s_m111_sxy,0.200,4.605
MD,C,3,28,s_m111_dxw,s_m111_yxw,0.316,2.551
MD,C,3,29,s_f106_lxi,s_f106_xdxi,-0.224,1.776
MD,C,3,30,s_m102_la,s_m102_ta,0.536,9.263
MD,C,3,31,s_m107_xsxu,s_m107_hxu,0.652,4.632
MD,C,3,32,s_m104_xcxr,s_m104_lxr,0.436,1.629
MD,C,3,33,s_f101_da,s_f101_ba,-0.200,1.149
MD,C,3,34,s_m112_pxw,s_m112_sxw,0.760,2.553
MD,C,3,35,s_m107_vc,s_m107_hc,-0.112,3.248
MD,C,3,36,s_f113_txu,s_f113_bxu,-0.428,1.789
MD,C,3,37,s_f108_yu,s_f108_xtu,0.712,3.015
MD,C,3,38,s_m111_xtxu,s_m111_txu,0.452,3.745
MD,C,3,39,s_m112_gxw,s_m112_pxw,0.580,2.230
MD,C,3,40,s_f101_kxe,s_f101_xcxe,0.292,2.973
MD,C,3,41,s_f109_po,s_f109_ho,-0.196,3.448
MD,C,3,42,s_f106_xce,s_f106_me,0.484,2.271
MD,C,3,43,s_f106_xzxq,s_f106_xtxq,0.576,1.660
MD,C,3,44,s_f106_wxq,s_f106_xcxq,0.252,4.294
MD,C,3,45,s_f113_nxw,s_f113_txw,0.520,1.752
MD,C,3,46,s_m112_dxu,s_m112_fxu,0.340,3.756
MD,C,3,47,s_m112_wxy,s_m112_lxy,-0.312,1.632
MD,C,3,48,s_m104_nu,s_m104_bu,-0.060,1.985
MD,C,3,49,s_f113_xdc,s_f113_xcc,0.376,1.457
MD,C,3,50,s_m111_vxq,s_m111_xdxq,-0.740,4.080
MD,C,3,51,s_m107_hxq,s_m107_xjxq,-0.148,2.039
MD,C,3,52,s_m114_xzxy,s_m114_vxy,-0.044,1.769
MD,C,3,53,s_m114_he,s_m114_xde,-0.276,1.779
MD,C,3,54,s_f103_bxi,s_f103_vxi,0.488,2.072
MD,C,3,55,s_m110_xta,s_m110_ha,0.744,2.696
MD,C,3,56,s_f105_ru,s_f105_nu,-0.108,2.867
MD,C,3,57,s_f109_xzi,s_f109_xci,-0.364,1.647
MD,C,3,58,s_f101_xtxr,s_f101_kxr,0.692,4.428
MD,C,3,59,s_f105_xso,s_f105_bo,0.164,12.530
MD,C,3,60,s_m107_zxq,s_m107_txq,-0.216,2.089
MD,C,3,61,s_m110_xza,s_m110_ya,-0.116,1.670
MD,C,3,62,s_m104_zo,s_m104_do,-0.124,2.051
MD,C,3,63,s_m114_gxq,s_m114_rxq,0.552,2.090
MD,C,3,64,s_m112_kxq,s_m112_rxq,0.336,1.669
MD,C,3,65,s_f109_dxo,s_f109_vxo,0.000,1.346
MD,C,3,66,s_f101_wa,s_f101_ta,0.388,9.474
MD,C,3,67,s_f101_lxe,s_f101_xjxe,0.740,8.170
MD,C,3,68,s_m114_pxw,s_m114_xdxw,0.316,2.729
MD,C,3,69,s_f108_xcxe,s_f108_txe,0.000,2.603
MD,C,3,70,s_m112_zxu,s_m112_xtxu,0.540,22.585
MD,C,3,71,s_m114_we,s_m114_se,0.728,8.248
MD,C,3,72,s_f101_wxo,s_f101_gxo,-0.244,2.401
MD,C,3,73,s_f103_yc,s_f103_gc,-0.476,3.454
MD,C,3,74,s_f105_zo,s_f105_lo,-0.292,2.345
MD,C,3,75,s_f109_wi,s_f109_zi,0.308,1.704
MD,C,3,76,s_f108_du,s_f108_hu,-0.116,1.794
MD,C,3,77,s_m111_pxy,s_m111_wxy,-0.224,1.731
MD,C,3,78,s_m111_yxw,s_m111_sxw,0.540,2.507
MD,C,3,79,s_m104_bi,s_m104_pi,-0.516,3.140
MD,C,3,80,s_m104_pi,s_m104_fi,0.172,1.673
MD,C,3,81,s_m110_pxo,s_m110_lxo,0.612,2.306
MD,C,3,82,s_m114_mxw,s_m114_lxw,-0.208,2.684
MD,C,3,83,s_m111_kxq,s_m111_txq,0.132,1.802
MD,C,3,84,s_m110_mxo,s_m110_xtxo,0.400,1.312
MD,C,3,85,s_m111_wxw,s_m111_xjxw,0.324,4.141
MD,C,3,86,s_f105_dxo,s_f105_nxo,0.168,1.498
MD,C,3,87,s_m102_zxe,s_m102_fxe,0.420,1.803
MD,C,3,88,s_f109_yi,s_f109_xji,-0.044,1.830
MD,C,3,89,s_m112_xdc,s_m112_fc,0.636,2.607
MD,C,3,90,s_m112_mxi,s_m112_nxi,-0.164,4.902
MD,C,3,91,s_f108_xso,s_f108_wo,0.656,3.350
MD,C,3,92,s_f103_dc,s_f103_xdc,0.364,3.542
MD,C,3,93,s_m102_yu,s_m102_ru,0.280,6.283
MD,C,3,94,s_f106_bxi,s_f106_gxi,-0.176,1.756
MD,C,3,95,s_f105_xza,s_f105_xda,0.732,3.762
MD,C,3,96,s_f106_pe,s_f106_xce,0.440,1.269
MD,C,3,97,s_m107_ge,s_m107_he,0.280,3.233
MD,C,3,98,s_f105_sa,s_f105_xca,0.792,1.447
MD,C,3,99,s_m114_gxu,s_m114_zxu,0.904,2.302
MD,C,3,100,s_f108_ka,s_f108_za,0.952,2.003
MD,C,3,101,s_f105_po,s_f105_do,-0.092,1.840
MD,C,3,102,s_f106_mc,s_f106_xdc,0.964,2.385
MD,C,3,103,s_m102_vi,s_m102_mi,0.824,1.885
MD,C,3,104,s_f109_bu,s_f109_zu,0.556,2.143
MD,C,3,105,s_m102_bxr,s_m102_hxr,-0.500,2.788
MD,C,3,106,s_m102_xcxo,s_m102_xsxo,-0.356,1.635
MD,C,3,107,s_f105_gxr,s_f105_xzxr,-0.200,2.047
MD,C,3,108,s_m107_xsxu,s_m107_gxu,0.544,3.459
MD,C,3,109,s_m112_kc,s_m112_fc,0.428,2.325
MD,C,3,110,s_f101_si,s_f101_zi,0.952,3.738
MD,C,3,111,s_f108_bxe,s_f108_lxe,0.504,2.314
MD,C,3,112,s_f101_nxr,s_f101_vxr,0.300,3.309
MD,C,3,113,s_f108_ra,s_f108_ma,-0.148,1.284
MD,C,3,114,s_f108_xtxr,s_f108_dxr,-0.352,1.629
MD,C,3,115,s_f105_lxe,s_f105_nxe,-0.532,3.102
MD,C,3,116,s_m102_ri,s_m102_xsi,0.760,1.898
MD,C,3,117,s_f113_yxy,s_f113_xsxy,0.452,5.579
MD,C,3,118,s_f109_bxe,s_f109_rxe,0.820,2.081
MD,C,3,119,s_f101_ko,s_f101_xso,0.796,1.854
MD,C,3,120,s_f106_mxy,s_f106_xjxy,0.484,1.565
MD,C,3,121,s_m107_vxq,s_m107_kxq,0.816,2.594
MD,C,3,122,s_f101_xda,s_f101_ta,0.612,1.951
MD,C,3,123,s_f113_me,s_f113_he,-0.120,1.728
RT,C,0,0,s_f105_pi,s_f105_ki,-0.560,3.741
RT,C,0,1,s_m102_ru,s_m102_yu,-0.316,4.638
RT,C,0,2,s_m107_xtxw,s_m107_pxw,0.536,2.959
RT,C,0,3,s_m104_do,s_m104_zo,0.696,2.621
RT,C,0,4,s_m111_xzc,s_m111_wc,0.904,2.568
RT,C,0,5,s_f105_dxe,s_f105_kxe,0.508,5.079
RT,C,0,6,s_f101_gxo,s_f101_wxo,0.652,3.334
RT,C,0,7,s_m104_no,s_m104_zo,0.896,2.699
RT,C,0,8,s_m112_xde,s_m112_xse,0.300,3.219
RT,C,0,9,s_m107_xjxq,s_m107_hxq,0.664,6.011
RT,C,0,10,s_f108_lu,s_f108_ru,0.908,2.546
RT,C,0,11,s_m104_fa,s_m104_ya,0.904,4.664
RT,C,0,12,s_m104_bu,s_m104_nu,0.528,3.160
RT,C,0,13,s_f106_vxy,s_f106_lxy,-0.396,2.598
RT,C,0,14,s_f113_fxw,s_f113_bxw,0.692,4.869
RT,C,0,15,s_m112_gxq,s_m112_nxq,0.800,3.334
RT,C,0,16,s_m114_kxy,s_m114_mxy,0.880,3.983
RT,C,0,17,s_m111_zxi,s_m111_hxi,0.928,2.655
RT,C,0,18,s_f101_kxr,s_f101_xtxr,0.792,3.468
RT,C,0,19,s_m114_xzxq,s_m114_zxq,0.940,2.153
RT,C,0,20,s_m112_se,s_m112_me,0.788,3.019
RT,C,0,21,s_m107_ve,s_m107_pe,0.924,2.605
RT,C,0,22,s_f103_dxi,s_f103_sxi,0.888,3.144
RT,C,0,23,s_m114_lxw,s_m114_mxw,-0.372,4.742
RT,C,0,24,s_f103_xsxy,s_f103_vxy,0.904,3.313
RT,C,0,25,s_m104_ho,s_m104_ko,0.940,3.910
RT,C,0,26,s_m110_nxe,s_m110_xcxe,0.728,3.156
RT,C,0,27,s_m104_su,s_m104_ru,0.860,3.316
RT,C,0,28,s_m112_xtxu,s_m112_zxu,0.664,5.659
RT,C,0,29,s_f105_bo,s_f105_xso,0.836,2.417
RT,C,0,30,s_m110_xtxo,s_m110_mxo,0.472,3.122
RT,C,0,31,s_f105_lo,s_f105_zo,0.740,2.192
RT,C,0,32,s_m107_yc,s_m107_zc,0.868,3.087
RT,C,0,33,s_f105_pxr,s_f105_xzxr,0.708,3.543
RT,C,0,34,s_m112_fc,s_m112_xdc,0.628,6.856
RT,C,0,35,s_m107_he,s_m107_ge,0.880,2.040
RT,C,0,36,s_f109_fa,s_f109_ta,0.880,3.208
RT,C,0,37,s_f108_lxo,s_f108_xzxo,0.964,2.264
RT,C,0,38,s_f101_zo,s_f101_ro,0.512,2.989
RT,C,0,39,s_m111_ge,s_m111_fe,0.700,2.818
RT,C,0,40,s_m102_wxr,s_m102_kxr,0.876,5.511
RT,C,0,41,s_f105_xzxr,s_f105_gxr,0.892,4.167
RT,C,0,42,s_m102_gu,s_m102_lu,0.564,3.985
RT,C,0,43,s_m102_fxe,s_m102_zxe,0.868,4.087
RT,C,0,44,s_f109_wa,s_f109_fa,0.856,2.272
RT,C,0,45,s_f108_hu,s_f108_du,0.320,5.245
RT,C,0,46,s_f105_nxe,s_f105_lxe,0.400,3.114
RT,C,0,47,s_f101_ba,s_f101_da,0.952,3.188
RT,C,0,48,s_m104_su,s_m104_bu,0.944,1.805
RT,C,0,49,s_m107_hc,s_m107_vc,0.476,3.286
RT,C,0,50,s_f108_xco,s_f108_xjo,-0.488,2.418
RT,C,0,51,s_f113_vxu,s_f113_wxu,0.884,2.284
RT,C,0,52,s_f105_xda,s_f105_xza,0.904,2.076
RT,C,0,53,s_f109_rxe,s_f109_bxe,-0.340,2.689
RT,C,0,54,s_f109_xci,s_f109_xzi,0.280,2.781
RT,C,0,55,s_m104_lxr,s_m104_xcxr,0.908,1.945
RT,C,0,56,s_f108_wo,s_f108_xso,0.940,1.634
RT,C,0,57,s_f103_xdc,s_f103_dc,0.956,1.847
RT,C,0,58,s_f103_txw,s_f103_sxw,0.804,3.071
RT,C,0,59,s_f105_do,s_f105_po,0.948,1.883
RT,C,0,60,s_f105_nxo,s_f105_dxo,0.668,2.755
RT,C,0,61,s_m107_txy,s_m107_dxy,0.852,2.786
RT,C,0,62,s_f105_nu,s_f105_ru,0.952,2.978
RT,C,0,63,s_f106_xsxy,s_f106_xtxy,0.560,6.372
RT,C,0,64,s_f105_xji,s_f105_vi,0.784,2.416
RT,C,0,65,s_f109_gu,s_f109_tu,0.956,1.809
RT,C,0,66,s_f108_lxe,s_f108_bxe,0.248,2.361
RT,C,0,67,s_f106_gxi,s_f106_bxi,-0.872,2.581
RT,C,0,68,s_m111_sxw,s_m111_yxw,0.420,2.725
RT,C,0,69,s_f113_be,s_f113_we,-0.624,2.197
RT,C,0,70,s_f113_xsxy,s_f113_yxy,0.724,2.412
RT,C,0,71,s_f109_vxr,s_f109_xtxr,-0.440,2.250
RT,C,0,72,s_m112_xzc,s_m112_kc,0.816,1.968
RT,C,0,73,s_m114_rxq,s_m114_gxq,0.836,2.844
RT,C,0,74,s_m102_ma,s_m102_ta,0.484,2.212
RT,C,0,75,s_m102_xsxo,s_m102_xcxo,0.756,3.098
RT,C,0,76,s_f103_ve,s_f103_fe,-0.776,3.576
RT,C,0,77,s_f101_xso,s_f101_ko,0.788,1.608
RT,C,0,78,s_f109_zxo,s_f109_xsxo,0.460,4.519
RT,C,0,79,s_f103_vxi,s_f103_bxi,-0.632,3.779
RT,C,0,80,s_m114_xjc,s_m114_bc,0.248,2.408
RT,C,0,81,s_m104_kxr,s_m104_xjxr,0.484,2.533
RT,C,0,82,s_f113_he,s_f113_me,0.292,3.132
RT,C,0,83,s_f101_vxr,s_f101_nxr,0.328,2.513
RT,C,0,84,s_f108_si,s_f108_ni,0.840,1.709
RT,C,0,85,s_f113_xcc,s_f113_xdc,-0.212,2.080
RT,C,0,86,s_f109_ho,s_f109_po,-0.800,5.109
RT,C,0,87,s_f113_fxy,s_f113_xtxy,-0.956,2.871
RT,C,0,88,s_f113_txw,s_f113_nxw,0.808,2.002
RT,C,0,89,s_m112_rxq,s_m112_kxq,0.732,2.498
RT,C,0,90,s_m114_yxi,s_m114_kxi,0.880,1.739
RT,C,0,91,s_m102_wxo,s_m102_xtxo,-0.312,2.140
RT,C,0,92,s_f109_vxo,s_f109_dxo,-0.956,2.207
RT,C,0,93,s_f103_lxq,s_f103_xtxq,-0.772,2.600
RT,C,0,94,s_m110_di,s_m110_li,0.596,3.629
RT,C,0,95,s_m110_xzxr,s_m110_mxr,0.600,2.284
RT,C,0,96,s_m112_nxi,s_m112_xsxi,0.424,3.127
RT,C,0,97,s_f108_rxo,s_f108_hxo,0.592,4.087
RT,C,0,98,s_m110_wu,s_m110_nu,0.868,1.922
RT,C,0,99,s_m107_kxq,s_m107_vxq,0.824,2.037
RT,C,0,100,s_f101_xdxe,s_f101_nxe,-0.956,2.408
RT,C,0,101,s_m102_mi,s_m102_vi,-0.456,1.958
RT,C,0,102,s_f113_tc,s_f113_vc,0.220,2.190
RT,C,0,103,s_m102_go,s_m102_xco,0.464,2.029
RT,C,0,104,s_m102_do,s_m102_mo,-0.376,2.937
RT,C,0,105,s_f109_xjo,s_f109_ro,-0.180,2.730
RT,C,0,106,s_m112_sxw,s_m112_pxw,0.632,2.528
RT,C,0,107,s_f113_ne,s_f113_ye,0.932,2.203
RT,C,0,108,s_m111_fxq,s_m111_xzxq,0.924,1.629
RT,C,0,109,s_m107_hxu,s_m107_xsxu,0.600,1.560
RT,C,0,110,s_m111_txq,s_m111_kxq,0.608,2.118
RT,C,0,111,s_m107_xzxy,s_m107_xsxy,-0.956,3.203
RT,C,0,112,s_m114_xte,s_m114_se,0.396,3.632
RT,C,0,113,s_m107_rxy,s_m107_xtxy,0.588,2.816
RT,C,0,114,s_m111_lc,s_m111_sc,0.564,1.755
RT,C,0,115,s_m107_xcxw,s_m107_dxw,0.808,1.922
RT,C,0,116,s_f105_su,s_f105_hu,0.244,2.525
RT,C,0,117,s_m110_lxo,s_m110_pxo,0.504,2.042
RT,C,0,118,s_m110_ha,s_m110_xta,0.108,2.561
RT,C,0,119,s_f113_bxu,s_f113_txu,0.308,3.708
RT,C,0,120,s_m111_xdxq,s_m111_vxq,-0.896,3.089
RT,C,0,121,s_f106_xtxq,s_f106_xzxq,0.352,3.641
RT,C,0,122,s_m114_mc,s_m114_xsc,0.896,3.597
RT,C,0,123,s_f101_ta,s_f101_xda,-0.644,3.434
RT,C,1,0,s_m112_fc,s_m112_kc,-0.392,4.368
RT,C,1,1,s_f101_ta,s_f101_wa,-0.052,2.201
RT,C,1,2,s_f108_za,s_f108_ka,-0.428,2.204
RT,C,1,3,s_m111_txu,s_m111_xtxu,0.904,1.693
RT,C,1,4,s_f109_do,s_f109_wo,0.964,2.217
RT,C,1,5,s_m112_wxy,s_m112_rxy,-0.876,2.793
RT,C,1,6,s_f106_xjxy,s_f106_mxy,0.472,2.428
RT,C,1,7,s_m110_ku,s_m110_xdu,0.112,2.770
RT,C,1,8,s_m102_hxr,s_m102_bxr,0.392,3.584
RT,C,1,9,s_m114_wxu,s_m114_hxu,0.568,3.803
RT,C,1,10,s_m110_xzo,s_m110_do,0.740,2.464
RT,C,1,11,s_f108_xzo,s_f108_so,0.804,2.133
RT,C,1,12,s_m111_wxy,s_m111_pxy,0.940,2.055
RT,C,1,13,s_f106_xjxw,s_f106_gxw,0.928,1.559
RT,C,1,14,s_f101_xcu,s_f101_hu,0.452,2.186
RT,C,1,15,s_f113_yxi,s_f113_xdxi,-0.300,3.091
RT,C,1,16,s_m114_xdxw,s_m114_pxw,0.928,1.658
RT,C,1,17,s_m111_bc,s_m111_yc,0.916,1.731
RT,C,1,18,s_f101_zi,s_f101_si,0.892,3.250
RT,C,1,19,s_m104_fi,s_m104_pi,0.688,3.155
RT,C,1,20,s_m114_bxu,s_m114_xtxu,0.908,4.325
RT,C,1,21,s_f106_xce,s_f106_pe,0.880,3.690
RT,C,1,22,s_m102_pxe,s_m102_txe,0.196,5.684
RT,C,1,23,s_m114_vxy,s_m114_xzxy,0.724,1.732
RT,C,1,24,s_m102_zxe,s_m102_xjxe,-0.124,6.480
RT,C,1,25,s_f109_la,s_f109_ka,-0.320,2.603
RT,C,1,26,s_m102_wa,s_m102_xda,0.148,3.149
RT,C,1,27,s_m111_sxy,s_m111_xsxy,0.528,3.582
RT,C,1,28,s_f106_xzxu,s_f106_txu,0.728,2.185
RT,C,1,29,s_f105_xdxe,s_f105_bxe,0.328,2.408
RT,C,1,30,s_f103_xjxi,s_f103_nxi,0.664,2.317
RT,C,1,31,s_m112_nxi,s_m112_mxi,-0.644,2.761
RT,C,1,32,s_m114_sxi,s_m114_vxi,0.220,2.473
RT,C,1,33,s_m110_na,s_m110_ka,-0.148,2.957
RT,C,1,34,s_f109_gxr,s_f109_mxr,-0.116,3.980
RT,C,1,35,s_m111_pxy,s_m111_nxy,0.468,2.145
RT,C,1,36,s_f113_txq,s_f113_yxq,0.628,3.095
RT,C,1,37,s_m110_gxe,s_m110_dxe,0.400,1.941
RT,C,1,38,s_m104_xsxo,s_m104_xjxo,0.108,1.895
RT,C,1,39,s_m114_xde,s_m114_he,0.712,2.872
RT,C,1,40,s_f101_xco,s_f101_yo,0.684,2.033
RT,C,1,41,s_f103_txq,s_f103_hxq,0.364,5.513
RT,C,1,42,s_f103_xdxu,s_f103_rxu,-0.372,3.759
RT,C,1,43,s_m107_hxu,s_m107_nxu,0.632,1.915
RT,C,1,44,s_m110_xso,s_m110_po,0.676,2.250
