gender id vowel accuracy iy ih ei eh ae ah aw oa oo uw uh er vote
m 34 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 34 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 34 iy 95.0 19 0 0 0 0 0 0 0 1 0 0 0 iy
m 34 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 34 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 34 uh 95.0 0 0 0 0 0 0 0 0 0 1 19 0 uh
m 34 uw 95.0 0 0 0 0 0 0 0 1 0 19 0 0 uw
m 35 ae 95.0 0 0 0 1 19 0 0 0 0 0 0 0 ae
m 35 ah 90.0 0 0 0 0 1 18 1 0 0 0 0 0 ah
m 35 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
m 35 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 35 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 35 er 95.0 1 0 0 0 0 0 0 0 0 0 0 19 er
m 35 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 35 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 35 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 35 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
m 35 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 35 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 36 ae 90.0 0 0 0 2 18 0 0 0 0 0 0 0 ae
m 36 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 36 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
m 36 eh 90.0 0 0 0 18 2 0 0 0 0 0 0 0 eh
m 36 ei 90.0 0 1 18 1 0 0 0 0 0 0 0 0 ei
m 36 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 36 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 36 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 36 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 36 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 36 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 36 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 37 ae 60.0 0 0 0 8 12 0 0 0 0 0 0 0 ae
m 37 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 37 aw 90.0 0 0 0 0 0 0 18 1 0 0 1 0 aw
m 37 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 37 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 37 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 37 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 37 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 37 oa 95.0 0 0 0 0 0 0 0 19 1 0 0 0 oa
m 37 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 37 uh 95.0 0 0 0 0 0 0 0 0 1 0 19 0 uh
m 37 uw 95.0 0 0 0 0 0 0 0 0 1 19 0 0 uw
m 38 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
m 38 ah 45.0 0 0 0 0 0 9 0 0 0 0 11 0 uh
m 38 aw 75.0 0 0 0 0 0 3 15 0 0 0 2 0 aw
m 38 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 38 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 38 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 38 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 38 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 38 oa 95.0 0 0 0 0 0 1 0 19 0 0 0 0 oa
m 38 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
m 38 uh 95.0 0 0 0 0 0 0 0 0 1 0 19 0 uh
m 38 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 39 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
m 39 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 39 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
m 39 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 39 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 39 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 39 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 39 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 39 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 39 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 39 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 39 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 40 ae 70.0 0 0 0 6 14 0 0 0 0 0 0 0 ae
m 40 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 40 aw 75.0 0 0 0 0 0 2 15 0 0 0 3 0 aw
m 40 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 40 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 40 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 40 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 40 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 40 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 40 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 40 uh 95.0 0 0 0 1 0 0 0 0 0 0 19 0 uh
m 40 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 41 ae 0.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 41 ah 0.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 41 aw 90.0 0 0 0 0 0 1 18 0 0 0 1 0 aw
m 41 eh 90.0 0 0 0 18 0 0 0 0 1 0 1 0 eh
m 41 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 41 er 95.0 0 0 0 0 1 0 0 0 0 0 0 19 er
m 41 ih 95.0 0 19 0 1 0 0 0 0 0 0 0 0 ih
m 41 iy 95.0 19 1 0 0 0 0 0 0 0 0 0 0 iy
m 41 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 41 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 41 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 41 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 42 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
m 42 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 42 aw 95.0 0 0 0 0 0 0 19 0 0 0 1 0 aw
m 42 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 42 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 42 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 42 ih 95.0 0 19 0 1 0 0 0 0 0 0 0 0 ih
m 42 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 42 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 42 oo 90.0 0 0 0 0 0 0 0 0 18 0 2 0 oo
m 42 uh 75.0 0 0 0 0 0 4 1 0 0 0 15 0 uh
m 42 uw 90.0 0 0 0 0 0 0 0 0 2 18 0 0 uw
m 44 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
m 44 ah 95.0 0 0 0 0 0 19 0 0 0 1 0 0 ah
m 44 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
m 44 eh 95.0 0 0 0 19 1 0 0 0 0 0 0 0 eh
m 44 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 44 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 44 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 44 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 44 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 44 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
m 44 uh 95.0 0 0 0 0 0 1 0 0 0 0 19 0 uh
m 44 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 45 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
m 45 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 45 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
m 45 eh 50.0 0 0 0 10 10 0 0 0 0 0 0 0 eh
m 45 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 45 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 45 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 45 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 45 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 45 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 45 uh 90.0 0 0 0 0 0 0 2 0 0 0 18 0 uh
m 45 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 47 ae 90.0 0 0 0 2 18 0 0 0 0 0 0 0 ae
m 47 ah 85.0 0 0 0 0 0 17 2 0 0 0 1 0 ah
m 47 aw 80.0 0 0 0 0 0 2 16 0 0 0 2 0 aw
m 47 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 47 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 47 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 47 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 47 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 47 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 47 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
m 47 uh 80.0 0 0 0 0 0 0 1 0 3 0 16 0 uh
m 47 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 48 ae 80.0 0 0 0 4 16 0 0 0 0 0 0 0 ae
m 48 ah 90.0 0 0 0 0 0 18 1 0 0 0 1 0 ah
m 48 aw 90.0 0 0 0 0 0 0 18 0 1 0 1 0 aw
m 48 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 48 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 48 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 48 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 48 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 48 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 48 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
m 48 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 48 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
m 49 ae 75.0 0 0 0 5 15 0 0 0 0 0 0 0 ae
m 49 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
m 49 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
m 49 eh 90.0 0 2 0 18 0 0 0 0 0 0 0 0 eh
m 49 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 49 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 49 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 49 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 49 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 49 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
m 49 uh 95.0 0 0 0 0 1 0 0 0 0 0 19 0 uh
m 49 uw 95.0 0 0 0 0 0 0 0 1 0 19 0 0 uw
m 50 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
m 50 ah 90.0 0 0 0 0 1 18 1 0 0 0 0 0 ah
m 50 aw 10.0 0 0 0 0 0 18 2 0 0 0 0 0 ah
m 50 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
m 50 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
m 50 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
m 50 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
m 50 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
m 50 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
m 50 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
m 50 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
m 50 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 01 ae 95.0 0 0 0 1 19 0 0 0 0 0 0 0 ae
w 01 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 01 aw 90.0 0 0 0 0 0 2 18 0 0 0 0 0 aw
w 01 eh 75.0 0 0 1 15 0 0 0 0 0 0 3 1 eh
w 01 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 01 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 01 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 01 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 01 oa 95.0 0 0 0 0 0 1 0 19 0 0 0 0 oa
w 01 oo 75.0 0 0 0 0 0 0 0 0 15 5 0 0 oo
w 01 uh 95.0 0 0 0 0 0 1 0 0 0 0 19 0 uh
w 01 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 02 ae 95.0 0 0 0 0 19 1 0 0 0 0 0 0 ae
w 02 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 02 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
w 02 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 02 ei 95.0 0 0 19 0 0 1 0 0 0 0 0 0 ei
w 02 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 02 ih 85.0 0 17 2 0 1 0 0 0 0 0 0 0 ih
w 02 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 02 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 02 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 02 uh 65.0 0 0 0 0 0 7 0 0 0 0 13 0 uh
w 02 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 03 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 03 ah 95.0 0 1 0 0 0 19 0 0 0 0 0 0 ah
w 03 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
w 03 eh 95.0 0 0 0 19 1 0 0 0 0 0 0 0 eh
w 03 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 03 er 95.0 0 0 0 0 0 0 0 0 0 0 1 19 er
w 03 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 03 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 03 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 03 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 03 uh 80.0 0 0 0 0 0 2 1 0 1 0 16 0 uh
w 03 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 04 ae 95.0 0 0 1 0 19 0 0 0 0 0 0 0 ae
w 04 ah 85.0 0 0 0 0 0 17 2 0 0 0 1 0 ah
w 04 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
w 04 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 04 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 04 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 04 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 04 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 04 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 04 oo 95.0 0 0 0 0 0 0 0 0 19 0 1 0 oo
w 04 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
w 04 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 05 ae 95.0 0 0 0 1 19 0 0 0 0 0 0 0 ae
w 05 ah 95.0 0 0 0 0 0 19 1 0 0 0 0 0 ah
w 05 aw 65.0 0 0 0 0 0 7 13 0 0 0 0 0 aw
w 05 eh 90.0 0 0 0 18 2 0 0 0 0 0 0 0 eh
w 05 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 05 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 05 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 05 iy 95.0 19 0 0 0 1 0 0 0 0 0 0 0 iy
w 05 oa 95.0 0 0 0 0 0 0 0 19 0 0 0 1 oa
w 05 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 05 uh 80.0 0 0 0 0 0 3 1 0 0 0 16 0 uh
w 05 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 06 ae 95.0 0 0 0 1 19 0 0 0 0 0 0 0 ae
w 06 ah 90.0 0 0 0 0 0 18 1 0 0 0 1 0 ah
w 06 aw 80.0 0 0 0 0 0 4 16 0 0 0 0 0 aw
w 06 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 06 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 06 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 06 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 06 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 06 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 06 oo 90.0 0 0 0 0 0 0 0 0 18 2 0 0 oo
w 06 uh 90.0 0 0 0 0 0 2 0 0 0 0 18 0 uh
w 06 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 07 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 07 ah 85.0 0 0 0 0 0 17 3 0 0 0 0 0 ah
w 07 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
w 07 eh 85.0 0 0 0 17 3 0 0 0 0 0 0 0 eh
w 07 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 07 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 07 ih 95.0 0 19 0 1 0 0 0 0 0 0 0 0 ih
w 07 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 07 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 07 oo 95.0 0 0 0 0 0 0 0 1 19 0 0 0 oo
w 07 uh 65.0 0 0 0 0 0 7 0 0 0 0 13 0 uh
w 07 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 08 ae 95.0 0 0 0 1 19 0 0 0 0 0 0 0 ae
w 08 ah 95.0 0 0 0 0 0 19 0 0 0 0 1 0 ah
w 08 aw 70.0 0 0 0 0 0 5 14 0 0 0 1 0 aw
w 08 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 08 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 08 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 08 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 08 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 08 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 08 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 08 uh 95.0 0 0 0 0 0 0 0 0 0 1 19 0 uh
w 08 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 09 ae 95.0 0 0 0 1 19 0 0 0 0 0 0 0 ae
w 09 ah 90.0 0 0 0 0 0 18 2 0 0 0 0 0 ah
w 09 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
w 09 eh 95.0 0 0 0 19 0 1 0 0 0 0 0 0 eh
w 09 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 09 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 09 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 09 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 09 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 09 oo 95.0 0 0 0 0 0 0 0 0 19 0 1 0 oo
w 09 uh 95.0 0 0 0 0 0 1 0 0 0 0 19 0 uh
w 09 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 10 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 10 ah 95.0 0 0 0 0 0 19 0 1 0 0 0 0 ah
w 10 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
w 10 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 10 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 10 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 10 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 10 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 10 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 10 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 10 uh 90.0 0 0 0 0 0 0 1 0 1 0 18 0 uh
w 10 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 11 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 11 ah 90.0 0 0 0 0 0 18 2 0 0 0 0 0 ah
w 11 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
w 11 eh 65.0 0 0 0 13 6 1 0 0 0 0 0 0 eh
w 11 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 11 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 11 ih 90.0 0 18 0 2 0 0 0 0 0 0 0 0 ih
w 11 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 11 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 11 oo 95.0 0 0 0 0 0 0 0 0 19 1 0 0 oo
w 11 uh 90.0 0 0 0 0 0 2 0 0 0 0 18 0 uh
w 11 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 12 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 12 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 12 aw 30.0 0 0 0 0 0 14 6 0 0 0 0 0 ah
w 12 eh 80.0 0 0 0 16 4 0 0 0 0 0 0 0 eh
w 12 ei 95.0 0 0 19 1 0 0 0 0 0 0 0 0 ei
w 12 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 12 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 12 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 12 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 12 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 12 uh 95.0 0 0 0 0 0 1 0 0 0 0 19 0 uh
w 12 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 13 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 13 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 13 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
w 13 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 13 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 13 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 13 ih 95.0 0 19 0 1 0 0 0 0 0 0 0 0 ih
w 13 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 13 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 13 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 13 uh 80.0 0 0 0 0 0 3 1 0 0 0 16 0 uh
w 13 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 14 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 14 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 14 aw 95.0 0 0 0 0 0 1 19 0 0 0 0 0 aw
w 14 eh 95.0 0 0 0 19 1 0 0 0 0 0 0 0 eh
w 14 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 14 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 14 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 14 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 14 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 14 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 14 uh 100.0 0 0 0 0 0 0 0 0 0 0 20 0 uh
w 14 uw 95.0 0 0 0 0 0 0 0 0 1 19 0 0 uw
w 15 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 15 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 15 aw 100.0 0 0 0 0 0 0 20 0 0 0 0 0 aw
w 15 eh 100.0 0 0 0 20 0 0 0 0 0 0 0 0 eh
w 15 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 15 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 15 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 15 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 15 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 15 oo 100.0 0 0 0 0 0 0 0 0 20 0 0 0 oo
w 15 uh 95.0 0 0 0 0 0 1 0 0 0 0 19 0 uh
w 15 uw 95.0 0 0 0 0 0 0 0 1 0 19 0 0 uw
w 16 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 16 ah 100.0 0 0 0 0 0 20 0 0 0 0 0 0 ah
w 16 aw 40.0 0 0 0 0 0 12 8 0 0 0 0 0 ah
w 16 eh 95.0 0 0 0 19 1 0 0 0 0 0 0 0 eh
w 16 ei 100.0 0 0 20 0 0 0 0 0 0 0 0 0 ei
w 16 er 100.0 0 0 0 0 0 0 0 0 0 0 0 20 er
w 16 ih 100.0 0 20 0 0 0 0 0 0 0 0 0 0 ih
w 16 iy 100.0 20 0 0 0 0 0 0 0 0 0 0 0 iy
w 16 oa 100.0 0 0 0 0 0 0 0 20 0 0 0 0 oa
w 16 oo 90.0 0 0 0 0 0 0 1 0 18 0 1 0 oo
w 16 uh 75.0 0 0 0 0 0 5 0 0 0 0 15 0 uh
w 16 uw 100.0 0 0 0 0 0 0 0 0 0 20 0 0 uw
w 17 ae 100.0 0 0 0 0 20 0 0 0 0 0 0 0 ae
w 17 ah 95.0 0 0 0 0 1 19 0 0 0 0 0 0 ah
