7.930564043285016851e+02 2.259613033703234578e+03
5.186784313454093081e+02 1.536847020874808777e+03
5.335202283636423317e+02 2.578737714467848036e+03
6.491777635691447585e+02 1.706781071965481260e+03
6.358083484803013334e+02 1.089613740423886156e+03
7.640580307717838195e+02 1.294541130124920983e+03
5.043811653454820316e+02 2.302503365971092080e+03
4.821709915820926540e+02 2.701637590535376148e+03
8.695365809815349394e+02 1.522650536713315660e+03
6.559659250982365393e+02 2.383708866403861521e+03
4.334865652258333171e+02 2.079383406183455918e+03
4.806764902123514958e+02 1.021771886955369382e+03
